title,TMDB_ID,bechdel_pass,budget,revenue,primary_genre,popularity,year,language,runtime,TMDB_rating,votes,spoken_language,logbudget,logrevenue
Venom,335983,fail,116000000,855013954,SciFi,751.296,2018,English Language,112,6.8,12345,en,18.56910074907064,20.566628347235692
Welcome to Marwen,351044,fail,39000000,12780692,Drama,12.166,2018,English Language,116,6.6,899,en,17.47907220409392,16.363446152552612
Widows,401469,pass,42000000,73866088,Crime,20.141,2018,English Language,129,6.5,1794,en,17.553180176247643,18.11776439020359
47 Meters Down,403119,pass,5500000,44235023,Horror,25.706,2017,English Language,89,5.8,2247,en,15.520258650202699,17.605027408849754
A Bad Moms Christmas,431530,pass,28000000,130560428,Comedy,22.374,2017,English Language,104,6.3,1653,en,17.14771506813948,18.68734672736097
A Dog's Purpose,381289,fail,22000000,205035819,Adventure,66.409,2017,English Language,100,7.6,2584,en,16.90655301132259,19.138695248668995
A Ghost Story,428449,fail,100000,1929659,Drama,19.076,2017,English Language,93,7.1,1775,en,11.512925464970229,14.4728538613328
Alien: Covenant,126889,pass,97000000,232380243,Horror,94.33,2017,English Language,122,6,6790,en,18.390221536467656,19.26388556641945
All the Money in the World,446791,fail,50000000,56996304,Thriller,15.884,2017,English Language,132,6.5,1805,en,17.72753356339242,17.85849698159122
American Assassin,415842,pass,33000000,67200000,Action,25.165,2017,English Language,112,6.4,2371,en,17.312018119430753,18.023183805493378
American Made,337170,fail,50000000,133511855,Action,29.723,2017,English Language,115,6.8,3445,en,17.72753356339242,18.709700833360085
Annabelle: Creation,396422,pass,15000000,306515884,Horror,62.421,2017,English Language,109,6.6,4539,en,16.523560759066484,19.540780135815023
Atomic Blonde,341013,pass,30000000,100014025,Action,29.628,2017,English Language,115,6.4,5188,en,17.216707939626428,18.420820984118254
Baby Driver,339403,fail,34000000,226945087,Action,68.706,2017,English Language,113,7.5,12570,en,17.341871082580436,19.240218638692355
Band Aid,426230,pass,10000000,248370,Comedy,9.829,2017,English Language,91,6.4,126,en,16.11809565095832,12.42267484880096
Battle of the Sexes,369192,pass,25000000,12638526,Comedy,13.253,2017,English Language,121,6.8,1497,en,17.034386382832476,16.352260325959
Baywatch,339846,fail,69000000,177856751,Comedy,60.507,2017,English Language,116,6.1,6685,en,18.049617062561534,18.99648901459249
Beauty and the Beast,10020,pass,25000000,424967620,Romance,75.589,1991,English Language,84,7.7,8060,en,17.034386382832476,19.867523535750927
Before I Fall,397837,pass,5000000,12141122,Drama,27.937,2017,English Language,98,7,3008,en,15.424948470398375,16.312108761071293
The Beguiled,399019,pass,10500000,27397655,Drama,29.931,2017,English Language,93,5.9,1822,en,16.166885815127753,17.12596798375418
The Big Sick,416477,pass,5000000,56303596,Comedy,19.276,2017,English Language,120,7.4,1931,en,15.424948470398375,17.84626896318386
Blade Runner 2049,335984,pass,150000000,259239658,SciFi,76.036,2017,English Language,164,7.5,10165,en,18.82614585206053,19.373263512282062
Borg vs McEnroe,397538,fail,7500000,16657800,Drama,10.116,2017,Foreign Language,108,7,924,sv,15.830413578506539,16.628389133162102
The Bye Bye Man,292280,pass,7400000,26667197,Horror,19.388,2017,English Language,96,5.2,1030,en,15.816990558174398,17.09894479127229
Call Me by Your Name,398818,pass,4000000,41063475,Romance,135.145,2017,English Language,132,8.3,9648,en,15.201804919084164,17.53062959821945
Captain Underpants: The First Epic Movie,268531,fail,38000000,125289450,Family,42.249,2017,English Language,89,6.2,917,en,17.45309671769066,18.646137218396472
Cars 3,260514,pass,175000000,383925276,Animation,105.843,2017,English Language,102,6.9,4240,en,18.980296531887788,19.76595849786618
The Circle,339988,pass,18000000,20497844,Drama,32.045,2017,English Language,110,5.5,3733,en,16.70588231586044,16.8358302678461
Coco,354912,pass,175000000,800526015,Family,264.53,2017,English Language,105,8.2,14886,en,18.980296531887788,20.500779588311456
Daddy's Home 2,419680,pass,69000000,180613180,Comedy,33.597,2017,English Language,100,6.3,1956,en,18.049617062561534,19.01186817524335
The Dark Tower,353491,fail,60000000,113231078,Fantasy,33.23,2017,English Language,95,5.7,4144,en,17.909855120186375,18.544941226690014
Darkest Hour,399404,fail,30000000,150847207,Drama,22.697,2017,English Language,125,7.4,4155,en,17.216707939626428,18.831778008316732
The Death of Stalin,402897,fail,13000000,24640027,Comedy,14.371,2017,English Language,107,7,1343,en,16.38045991542581,17.019882792408215
Despicable Me 3,324852,pass,80000000,1031552585,Action,62.894,2017,English Language,96,6.4,5749,en,18.197537192638155,20.754330868332755
Detroit,407448,fail,34000000,23355100,Crime,13.194,2017,English Language,143,7.3,1328,en,17.341871082580436,16.966325933647564
Diary of a Wimpy Kid: The Long Haul,417830,fail,22000000,40120144,Comedy,20.345,2017,English Language,91,5.4,319,en,16.90655301132259,17.50738911028387
The Disaster Artist,371638,pass,10000000,29820616,Comedy,13.015,2017,English Language,104,7.1,2926,en,16.11809565095832,17.210710524364504
Downsizing,301337,fail,68000000,55003890,Comedy,22.575,2017,English Language,135,5.3,2933,en,18.03501826314038,17.822914467968417
Dunkirk,374720,fail,100000000,527000000,War,35.154,2017,English Language,107,7.5,13452,en,18.420680743952367,20.082711106505638
The Emoji Movie,378236,fail,50000000,216909830,Animation,46.624,2017,English Language,86,5.6,2412,en,17.72753356339242,19.19499229519432
The Endless,430231,fail,1000000,956425,SciFi,13.244,2018,English Language,112,6.3,721,en,13.815510557964274,13.770957653915177
"Everything, Everything",417678,pass,10000000,61621140,Drama,36.311,2017,English Language,96,7.3,3353,en,16.11809565095832,17.93651555144852
The Fate of the Furious,337339,pass,250000000,1238764765,Action,105.49,2017,English Language,136,6.9,8623,en,19.33697147582652,20.937380562810898
Ferdinand,364689,pass,111000000,295038508,Animation,72.949,2017,English Language,108,7.2,2265,en,18.525040759276607,19.502616441378287
Fifty Shades Darker,341174,pass,55000000,378827494,Drama,95.366,2017,English Language,118,6.5,6492,en,17.822843743196746,19.752591498479646
First Reformed,458737,fail,3500000,2525738,Drama,14.697,2017,English Language,113,7,997,en,15.068273526459642,14.742043855214652
Fist Fight,345922,pass,22000000,41087017,Comedy,23.069,2017,English Language,91,6.1,1008,en,16.90655301132259,17.531202741485455
The Florida Project,394117,pass,2000000,11303040,Drama,17.331,2017,English Language,112,7.4,2066,en,14.508657738524219,16.240582274050087
The Foreigner,379149,fail,35000000,145374099,Action,23.237,2017,English Language,113,6.8,1827,en,17.37085861945369,18.794820971019494
Geostorm,274855,pass,120000000,221600160,Action,66.788,2017,English Language,109,6.1,3736,en,18.60300230074632,19.2163852348588
Get Out,419430,pass,4500000,255407969,Mystery,42.763,2017,English Language,104,7.6,13485,en,15.319587954740548,19.35837270311196
Ghost in the Shell,9323,pass,3000000,515905,Action,52.461,1995,Foreign Language,83,7.9,2383,ja,14.914122846632385,13.153677918986512
Gifted,400928,pass,7000000,40343446,Family,70.229,2017,English Language,101,8.1,4141,en,15.761420707019587,17.512939510738804
Girls Trip,417870,pass,19000000,140376621,Comedy,35.12,2017,English Language,122,6.8,1286,en,16.759949537130716,18.759839518596458
The Glass Castle,336000,pass,9000000,22088533,Drama,16.523,2017,English Language,127,7.1,583,en,16.012735135300492,16.910569163050713
Godard Mon Amour,416186,fail,12840746,82264,Drama,9.59,2017,Foreign Language,108,6.7,252,fr,16.368133954226842,11.317688866909027
The Greatest Showman,316029,pass,84000000,432844677,Drama,39.807,2017,English Language,105,8,7767,en,18.246327356807587,19.885889507987777
Guardians of the Galaxy Vol. 2,283995,pass,200000000,863756051,Adventure,100.887,2017,English Language,137,7.6,17439,en,19.11382792451231,20.576800938520893
Happy Death Day,440021,pass,4800000,122637878,Horror,28.937,2017,English Language,97,6.6,5003,en,15.38412647587812,18.624746489703647
The Hitman's Bodyguard,390043,pass,30000000,176586701,Thriller,81.544,2017,English Language,118,6.9,4790,en,17.216707939626428,18.989322537522746
Home Again,427900,pass,12000000,27020284,Comedy,18.509,2017,English Language,97,6.1,1026,en,16.300417207752275,17.11209840117388
Hostiles,384680,pass,55000000,36976336,Western,24.912,2017,English Language,134,6.9,1758,en,17.822843743196746,17.42578869843035
"I, Tonya",389015,pass,11000000,53939297,Drama,27.43,2017,English Language,120,7.5,4611,en,16.213405830762646,17.803369842591298
It,346364,pass,35000000,701796444,Horror,62.814,2017,English Language,135,7.2,15853,en,17.37085861945369,20.369153954129906
It Comes at Night,418078,pass,5000000,19280931,Drama,24.139,2017,English Language,91,5.8,1846,en,15.424948470398375,16.77462713436257
Jigsaw,298250,pass,10000000,102952888,Horror,32.462,2017,English Language,92,6.2,2838,en,16.11809565095832,18.449782043497258
John Wick: Chapter 2,324552,fail,40000000,171539887,Thriller,107.085,2017,English Language,122,7.3,9669,en,17.50439001207821,18.960326374787847
Jumanji: Welcome to the Jungle,353486,pass,90000000,962102237,Adventure,69.665,2017,English Language,119,6.8,11213,en,18.31532022829454,20.68463127845092
Kidnap,293768,pass,21000000,30718107,Drama,29.365,2017,English Language,95,6.2,1068,en,16.860032995687696,17.240362843251336
King Arthur,9477,fail,120000000,203567857,Adventure,19.331,2004,English Language,126,6.3,2139,en,18.60300230074632,19.1315099568964
Kingsman: The Golden Circle,343668,fail,104000000,410902662,Action,63.918,2017,English Language,141,7,8113,en,18.459901457105648,19.833866912294567
Kong: Skull Island,293167,fail,185000000,566652812,Action,57.719,2017,English Language,118,6.5,8581,en,19.0358663830426,20.155257349629814
Lady Bird,391713,pass,10000000,78966486,Drama,37.712,2017,English Language,94,7.3,6718,en,16.11809565095832,18.184534092573102
Lean on Pete,407890,fail,8000000,2455027,Drama,12.469,2018,English Language,121,6.9,243,en,15.89495209964411,14.713648317113622
Logan,263115,pass,97000000,619021436,Action,70.9,2017,English Language,137,7.8,16246,en,18.390221536467656,20.24365046009773
Logan Lucky,399170,pass,29000000,48453605,Action,21.081,2017,English Language,118,6.7,2707,en,17.182806387950748,17.69611730013776
Loving Vincent,339877,fail,5500000,42187665,Animation,17.426,2017,English Language,95,8.1,1959,en,15.520258650202699,17.557638437700486
The Man with the Iron Heart,339259,fail,32679734,4412639,War,28.773,2017,English Language,120,6.5,583,en,17.302265688388065,15.299983481143961
Marshall,392982,fail,12000000,10051659,Drama,14.316,2017,English Language,118,7.3,463,en,16.300417207752275,16.12324825347291
Molly's Game,396371,pass,30000000,59284015,Crime,22.665,2017,English Language,140,7.1,2947,en,17.216707939626428,17.897850266078276
The Mountain Between Us,290512,pass,35000000,62832209,Romance,28.576,2017,English Language,109,6.6,1833,en,17.37085861945369,17.95597838212493
The Mummy,564,fail,80000000,415885488,Adventure,55.502,1999,English Language,124,6.8,7062,en,18.197537192638155,19.84592051110124
Murder on the Orient Express,392044,pass,55000000,351839303,Mystery,21.812,2017,English Language,114,6.7,7852,en,17.822843743196746,19.678685103754667
Only the Brave,395991,fail,38000000,25754775,Drama,26.652,2017,English Language,134,7.3,1132,en,17.45309671769066,17.06413060477593
Paddington 2,346648,pass,40000000,227300000,Adventure,42.017,2017,English Language,104,7.5,1564,en,17.50439001207821,19.24178128882277
Phantom Thread,400617,pass,35000000,47756590,Drama,18.803,2017,English Language,130,7.3,2730,en,17.37085861945369,17.68162762583965
Pirates of the Caribbean: Dead Men Tell No Tales,166426,fail,230000000,794861794,Adventure,82.723,2017,English Language,129,6.6,9686,en,19.25358986688747,20.493678813480823
Pitch Perfect 3,353616,pass,45000000,184724494,Comedy,28.905,2017,English Language,93,6.6,2803,en,17.622173047734595,19.034376051428303
The Post,446354,pass,50000000,179769467,Drama,22.212,2017,English Language,116,7,3793,en,17.72753356339242,19.00718584911861
Power Rangers,305470,pass,100000000,142337240,SciFi,68.928,2017,English Language,124,6.3,3714,en,18.420680743952367,18.77370972945491
The Punisher,7220,pass,33000000,54700105,Action,32.027,2004,English Language,124,6.3,2110,en,17.312018119430753,17.81737618695161
Revenge,467938,fail,2900000,692079,Action,27.894,2018,Foreign Language,109,6.4,1322,fr,14.880221294956703,13.44745538993355
The Ritual,433808,fail,10000000,1785977,Horror,28.278,2017,English Language,94,6.2,2115,en,16.11809565095832,14.39547616239613
"Roman J. Israel, Esq.",413362,pass,22000000,11942780,Drama,14.322,2017,English Language,122,6.3,960,en,16.90655301132259,16.29563746964861
Rough Night,397422,pass,20000000,45056771,Drama,22.859,2017,English Language,101,5.7,1684,en,16.811242831518264,17.623433830391793
Secret Superstar,441889,pass,286284,137416709,Drama,8.823,2017,Foreign Language,150,7.6,106,hi,12.564739604089699,18.73852853880132
The Shack,345938,pass,20000000,92924405,Drama,74.143,2017,English Language,132,7.4,1572,en,16.811242831518264,18.347296871113908
The Shape of Water,399055,pass,19500000,194989655,Drama,35.021,2017,English Language,123,7.3,10209,en,16.785925023533974,19.0884570638387
Shelter,17483,pass,500000,142666,Drama,11.714,2007,English Language,89,7.8,383,en,13.122363377404328,11.86826151298771
Snatched,373569,pass,42000000,60845711,Action,17.386,2017,English Language,90,5.4,674,en,17.553180176247643,17.923851890114953
The Space Between Us,365942,pass,30000000,14793385,Romance,20.274,2017,English Language,121,7.1,2082,en,17.216707939626428,16.50969067935873
Spider-Man: Homecoming,315635,pass,175000000,880166924,Action,488.807,2017,English Language,133,7.4,17207,en,18.980296531887788,20.59562213381198
Star Wars: The Last Jedi,181808,pass,200000000,1332539889,SciFi,63.239,2017,English Language,152,6.9,12441,en,19.11382792451231,21.01035264901588
T2 Trainspotting,180863,pass,18000000,42067430,Crime,13.983,2017,English Language,117,7,2541,en,16.70588231586044,17.554784365038962
Table 19,353569,pass,5000000,5042014,Comedy,13.895,2017,English Language,87,6,810,en,15.424948470398375,15.43331616340207
Thelma,401898,pass,5741614,1471656,Drama,16.128,2017,Foreign Language,117,6.9,666,no,15.563250913439738,14.2018988553077
Thor: Ragnarok,284053,fail,180000000,853977126,Action,132.457,2017,English Language,131,7.6,16778,en,19.008467408854486,20.565414966850806
"Three Billboards Outside Ebbing, Missouri",359940,pass,15000000,160192031,Crime,24.77,2017,English Language,115,8.1,8158,en,16.523560759066484,18.891883847291343
Transformers: The Last Knight,335988,fail,217000000,605425157,Action,96.513,2017,English Language,154,6.1,4728,en,19.195407911504734,20.22144150803277
Tulip Fever,257785,pass,25000000,3425664,Drama,20.839,2017,English Language,107,6.6,530,en,17.034386382832476,15.04680587950151
Unforgettable,418437,pass,12000000,17768012,Drama,32.664,2017,English Language,100,5.8,527,en,16.300417207752275,16.692910319927627
Valerian and the City of a Thousand Planets,339964,fail,177200000,225874228,Adventure,42.529,2017,English Language,136,6.6,6102,en,18.992789596135253,19.235488889051236
War for the Planet of the Apes,281338,fail,150000000,488533726,Drama,68.907,2017,English Language,140,7.1,7035,en,18.82614585206053,20.006919066982082
What Happened to Monday,406990,pass,20000000,27975429,SciFi,42.882,2017,English Language,123,7.2,5034,en,16.811242831518264,17.146837147165325
Wind River,395834,pass,11000000,44998252,Crime,20.381,2017,English Language,107,7.4,3809,en,16.213405830762646,17.622134202535683
